Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC54,OUT027,6034.110687104341
FDP08,OUT018,2731.662812538397
FDU44,OUT046,2428.8089612439057
DRG39,OUT035,1006.6359053952606
FDU32,OUT049,1950.46219600997
FDY27,OUT049,2710.0630278128106
NCP54,OUT013,2026.8057643179563
NCZ41,OUT049,1999.4296878475143
DRL49,OUT013,2342.9057905109953
FDI05,OUT018,1239.6042476776056
FDY56,OUT045,3460.4774820026505
DRC13,OUT013,2051.6118039010994
NCV29,OUT017,2823.47900519351
FDR24,OUT049,1500.8779593878921
FDZ34,OUT018,2810.6986167389323
FDP37,OUT035,2052.096738248576
FDX08,OUT027,4640.667802500414
FDS57,OUT045,2256.7899674275623
NCG18,OUT049,1688.631142463381
FDK25,OUT018,2676.520738381254
FDH53,OUT049,1378.2901854137926
DRI59,OUT018,3410.18112223707
FDA52,OUT046,2608.715420085351
FDT20,OUT010,188.23038152055824
FDE36,OUT019,751.0493746936565
FDI24,OUT017,2752.777748396155
FDB28,OUT018,2919.2582019243137
FDV11,OUT017,2781.2306928682106
FDP01,OUT046,2286.6682323258806
FDD34,OUT027,4184.539738958261
FDJ50,OUT027,1581.7311373347636
FDZ44,OUT013,1953.1164980353687
DRO59,OUT035,1334.0813181158437
DRB48,OUT045,804.3353390422305
FDR21,OUT018,2506.748892082905
NCE42,OUT010,1380.5239256284956
FDO23,OUT046,1500.5261253644846
NCE30,OUT018,3252.5021766559303
FDQ22,OUT035,786.7707396005335
FDY01,OUT045,1889.8342614824935
FDS08,OUT017,2782.1527468563536
FDG28,OUT018,3745.7602356312686
FDQ51,OUT018,873.8794090046902
FDB05,OUT017,3802.0365150582643
FDO56,OUT049,1880.849669628779
FDE02,OUT018,1481.167024561291
FDN45,OUT017,3431.3801743093345
FDS09,OUT013,885.58263528778
NCA54,OUT018,2784.6036903100335
FDP09,OUT010,1414.405805992135
FDC53,OUT045,1652.8259924207987
NCM55,OUT017,2921.0980142433677
FDL09,OUT018,2423.7657988628516
FDA11,OUT019,336.26431355307705
FDA50,OUT045,1590.298147749891
FDC23,OUT017,2805.3875610222854
FDE22,OUT049,2454.206829741678
FDD23,OUT046,2736.5234840327403
NCA29,OUT049,2643.2327657568508
FDK38,OUT046,2203.129081572916
DRC13,OUT046,1874.5918591217378
NCP43,OUT049,2723.6334409318647
FDX28,OUT049,1639.8095734675894
FDF08,OUT049,1519.7815592197812
FDZ33,OUT046,2245.7349110185855
FDD10,OUT049,2703.5477470235987
FDO58,OUT017,2562.7811303033227
FDI50,OUT017,3539.3287238828098
FDO58,OUT045,2587.41812677801
FDX08,OUT013,2920.2007303428627
NCK17,OUT010,238.2417918649178
FDF39,OUT035,3980.8547187439053
FDU45,OUT010,897.1783136933177
NCJ18,OUT018,1938.8831353073583
DRC27,OUT019,1251.6719596920846
DRC25,OUT035,1450.8891850406571
FDU59,OUT035,2523.895154194487
FDU28,OUT035,2937.5732518507975
NCP30,OUT046,797.8608021948332
FDB39,OUT018,1027.8911138165422
FDE41,OUT013,1462.1199521383955
DRH11,OUT010,-126.87545739733105
FDA58,OUT045,3597.2177285443718
FDU50,OUT046,1780.9628268458673
FDM34,OUT013,2116.706836017488
FDM44,OUT027,2766.5415186413334
FDR39,OUT045,2839.8247991371677
FDM25,OUT045,2743.2180975418246
FDQ49,OUT049,2404.749648206177
DRH25,OUT018,796.3878960650059
FDM09,OUT027,4404.3553433200395
FDL44,OUT019,742.6906510633964
NCR42,OUT018,634.4694583103033
DRL59,OUT046,968.0245589628889
FDX43,OUT013,2709.526421371939
DRK47,OUT010,1888.859737764246
FDU48,OUT018,1936.403710670974
FDY12,OUT045,963.315610856421
NCN43,OUT018,2009.7579901553295
NCM55,OUT018,2856.2343485934734
FDQ21,OUT027,3269.3441895559617
FDX13,OUT035,3816.3343918600476
NCK30,OUT027,6360.586008242311
FDG20,OUT049,2678.7149983856316
DRG27,OUT017,826.297433835048
FDY14,OUT018,4033.1075371612737
FDP59,OUT035,1694.4773756765944
FDU60,OUT017,2655.8941402193645
NCC18,OUT019,808.8043626281151
DRJ39,OUT017,3354.673626272841
FDS07,OUT049,1840.515281497234
FDM08,OUT027,5627.843583722021
FDP51,OUT045,1960.9287913703108
FDU16,OUT035,1407.3757413276899
FDH12,OUT013,1771.590315283641
DRE48,OUT010,1633.044702668808
NCL42,OUT027,6145.580799370239
FDR21,OUT045,2755.3789487296376
NCW29,OUT035,2124.5460900750318
FDO11,OUT013,3982.075786797353
NCM31,OUT049,2202.226736400507
FDV35,OUT019,708.2484507892891
FDF58,OUT017,1140.1186477237632
NCE43,OUT049,2596.4985776702756
FDA02,OUT035,2301.4888397635905
DRL37,OUT010,213.45838459512606
FDR24,OUT018,1439.4350830912445
FDW59,OUT049,1423.840327327052
FDS22,OUT049,903.2709509025271
FDW24,OUT017,957.5573209607633
FDU24,OUT035,1590.983311221707
FDA21,OUT027,4772.69487634078
FDH58,OUT027,3122.3208383646675
FDW36,OUT018,1727.2791363325982
FDI45,OUT027,4454.843126979024
FDU01,OUT018,2614.3026339601993
FDF35,OUT027,2937.3699168117937
FDU43,OUT019,1198.8912916165957
FDE24,OUT019,641.5521288899583
FDK50,OUT049,2505.1459748858647
FDG31,OUT045,1148.7160270111044
FDC60,OUT045,1515.4801929709083
FDL36,OUT013,1523.1955556811838
FDP21,OUT013,3042.0246106536915
FDW16,OUT045,1531.0153504060959
FDX02,OUT017,3464.872558739724
FDQ58,OUT027,4004.3992128950927
FDT51,OUT046,1737.3144547161783
FDD59,OUT049,1371.1874318720315
NCM42,OUT018,1579.8424647146094
FDA57,OUT018,612.8035540680758
FDZ48,OUT035,1840.7981006101888
FDE46,OUT045,2403.145108907108
NCZ30,OUT019,501.155001499601
FDB56,OUT017,2942.358013594384
FDA25,OUT027,2825.899804545896
FDD20,OUT013,2061.291059132501
FDL25,OUT013,1547.3643484195675
NCO18,OUT049,2703.994535202293
FDJ45,OUT017,748.299573816256
FDR12,OUT035,2678.7450093448815
NCF19,OUT010,338.7452224127144
FDK25,OUT046,2471.838981020483
NCR17,OUT046,1778.1524308509165
FDC52,OUT046,2278.194995779713
NCA54,OUT017,2843.888257968879
FDR45,OUT010,2259.308142029196
NCM19,OUT049,1838.7698983989474
FDF39,OUT027,6600.896841561216
FDX23,OUT049,1597.4366064143442
FDD58,OUT027,2711.2433394926425
FDX28,OUT013,1669.7257257229362
NCD31,OUT013,2636.021428815927
FDU57,OUT018,2312.4699752141
FDI27,OUT046,874.0102634294694
NCM42,OUT046,1687.610346204488
FDD32,OUT027,2273.359638706116
FDI34,OUT013,3655.6120662327285
NCM29,OUT049,2062.812536182237
FDG46,OUT018,1779.9863657837896
DRC01,OUT010,-210.43938145657012
FDB15,OUT027,6595.336157337678
NCA17,OUT027,3911.923752118656
FDF10,OUT046,2228.5080906713156
FDR26,OUT027,4587.743954787905
FDI02,OUT049,1819.3368941994554
NCM54,OUT010,851.8475410311539
FDF14,OUT013,2451.390558000561
FDJ33,OUT010,916.9095301559389
FDM20,OUT035,3747.1464042317866
FDC03,OUT027,4993.199036819051
NCX05,OUT046,1813.119889752507
NCM41,OUT027,2527.0427066736024
NCU29,OUT010,1056.6302571109397
FDQ59,OUT017,1449.1314725856719
FDH46,OUT010,483.70539728896347
FDH09,OUT013,918.2428840903501
NCD06,OUT045,916.6710482122194
FDC15,OUT035,2458.9329941863743
DRD37,OUT027,1415.713134654009
FDT28,OUT027,3891.305057926847
FDR28,OUT027,4229.6520362457295
FDT38,OUT017,1478.977397752125
FDV34,OUT027,2130.3346616533536
FDY52,OUT035,1132.0803434908646
FDB34,OUT013,1455.8648429532398
DRL23,OUT018,1590.218387930164
DRB24,OUT046,2305.227826518169
FDJ50,OUT046,982.1014889389776
FDQ49,OUT035,2432.9145951641062
FDP20,OUT035,2008.8065653256726
FDV19,OUT027,4123.680875586031
NCR54,OUT045,3033.918198381118
FDO09,OUT010,2518.3893311396537
FDS57,OUT018,2266.289290041061
FDN10,OUT049,1893.818389956006
FDV23,OUT049,2003.1549832650876
FDY28,OUT049,3200.2109923388953
DRG51,OUT013,2634.4842195527253
FDD45,OUT019,336.26431355307705
NCL18,OUT027,4927.529777957114
NCM29,OUT013,2142.356450737239
FDF17,OUT027,5005.820982733796
FDE22,OUT017,2561.113164205941
FDQ22,OUT017,789.4591816014238
FDS01,OUT013,2898.8354853884107
FDW35,OUT027,1345.4186781543892
FDJ33,OUT046,1910.645576141622
NCF54,OUT035,2688.358296044355
FDE09,OUT013,1821.758383687325
NCE06,OUT045,2525.737518764368
DRH49,OUT049,1379.7038258745615
FDY43,OUT045,2667.5377480878533
NCT05,OUT017,3894.8133294690615
FDZ34,OUT045,2960.4142586242488
FDL38,OUT017,1509.1133256448456
FDZ31,OUT017,2973.8076422211575
FDR14,OUT035,1051.5077103944675
NCN54,OUT049,1348.8779465334765
NCC42,OUT027,3661.3035717038456
FDK08,OUT017,1682.080383168983
FDP59,OUT013,1740.0264396741718
FDV22,OUT035,2486.459221679504
FDD33,OUT035,3586.9055633729163
DRE60,OUT027,5743.312070126451
FDK52,OUT046,3257.497559232313
FDA02,OUT017,2349.31117015876
FDM56,OUT049,1779.8521567408015
FDE57,OUT035,2263.727908409741
FDM32,OUT045,1491.8637544609778
NCQ30,OUT027,3230.542865225867
FDQ27,OUT027,2833.022798854444
FDT60,OUT027,3308.83407000255
FDU43,OUT049,3547.6797070309754
NCO55,OUT035,1773.4956498135982
FDG02,OUT045,2951.1445431516418
FDJ28,OUT013,3069.0239829276106
FDP40,OUT045,1815.5842467207854
FDJ38,OUT045,2949.69715260409
NCC54,OUT017,3703.6153395716346
NCZ41,OUT046,1913.6073834627275
FDK38,OUT019,666.0301372195347
FDU52,OUT013,2513.360546716822
FDC40,OUT046,1280.250904394886
NCR30,OUT017,1301.4851253648399
NCN18,OUT017,1850.5398237361596
FDB50,OUT035,1372.6721332146126
FDG04,OUT013,3028.6482841896504
FDR26,OUT035,2754.8803722654557
NCT17,OUT018,2945.4760780513925
FDX35,OUT027,5732.190701679372
FDS12,OUT046,1952.8201360366938
NCZ29,OUT027,3332.5156517470346
FDB38,OUT010,931.9468740813907
FDP12,OUT013,706.0977486000563
FDP22,OUT046,958.42379401771
FDS26,OUT018,3696.1722931114305
FDR52,OUT046,2807.1587291849464
DRJ13,OUT046,2402.6145284198583
FDU48,OUT027,3448.6726942679556
FDE29,OUT035,1113.0950440204956
NCT29,OUT049,1953.0735127541943
DRK37,OUT018,2643.929322056453
FDK55,OUT046,1421.334423138399
FDR07,OUT046,1518.781700358319
FDO21,OUT027,5680.829164051871
FDK46,OUT049,3835.3911963417904
FDB12,OUT045,1735.9420829774572
FDT31,OUT027,4829.555365574478
FDJ33,OUT045,2012.4957353166787
FDC26,OUT027,2951.492440194207
NCQ02,OUT045,2921.5593915637005
FDP08,OUT010,1078.4547383665804
FDB11,OUT027,5709.321141286062
FDV55,OUT013,2376.551575176655
FDW20,OUT049,1928.184437310578
NCJ18,OUT019,499.37606604258167
FDC41,OUT018,1284.2972982479705
FDE14,OUT027,2751.606973907745
FDG35,OUT013,2811.1050590713717
FDF45,OUT035,1062.093084582616
FDS19,OUT027,2184.8825520682108
FDS58,OUT019,730.5383804699829
FDA26,OUT017,3399.2322961204572
FDM32,OUT049,1472.2711391045914
FDL45,OUT046,1941.6703390429934
FDZ55,OUT049,2452.8363103567212
FDY37,OUT049,2215.453799318872
FDO46,OUT046,2789.371855774476
FDQ60,OUT046,1839.558377613003
FDA19,OUT018,1975.03535431229
FDL15,OUT046,2301.33321213747
FDM10,OUT018,3152.403583512466
NCL05,OUT017,852.7418109243436
DRK49,OUT010,259.5855570142942
NCE18,OUT027,6313.222844753342
FDG40,OUT049,766.6213417744348
DRI59,OUT045,3397.827857527682
FDK28,OUT035,3882.5714603913984
NCD06,OUT019,54.90300066434156
FDO11,OUT019,1275.7719292829802
FDK27,OUT046,1851.5154794619991
FDT43,OUT027,1537.4308613984701
FDD38,OUT018,1625.729515158911
FDA16,OUT049,3272.15704873163
FDL14,OUT027,4001.151127490395
NCM17,OUT049,887.3330723781357
FDD20,OUT045,2010.1533419528662
FDA40,OUT045,1503.651091956695
FDL43,OUT045,1354.6037641044402
FDV15,OUT045,1707.8447060845347
FDE52,OUT046,1456.6956645859816
NCL17,OUT010,977.0244103435023
NCJ31,OUT045,3632.00117747877
FDR60,OUT045,1365.4913975521272
NCA18,OUT035,1898.452764084764
FDS21,OUT027,1845.785285015495
FDW09,OUT035,1369.9932126847202
FDL26,OUT035,2441.798959839138
FDS47,OUT018,1436.2460752894444
FDC39,OUT046,2987.5859899662255
FDT51,OUT035,1836.525912654405
FDK40,OUT035,3985.5210371412095
NCG19,OUT045,3576.4272248405464
FDZ07,OUT046,1094.043618774513
FDF08,OUT027,2455.185940088974
FDO04,OUT013,981.5426357298561
FDK41,OUT018,1428.7562056904685
FDP15,OUT049,3766.9259848075912
NCD43,OUT018,1671.398874490858
NCP18,OUT013,2425.7234169105354
FDZ51,OUT046,1507.3385861998959
DRH13,OUT035,1792.2341653018752
FDF38,OUT045,822.9881646139133
NCI43,OUT045,934.7487721396146
FDM38,OUT027,1636.340760366962
FDS03,OUT013,1124.9486995834613
DRJ47,OUT017,2696.498685009428
FDT50,OUT010,413.31646842521036
FDV02,OUT046,2545.0396729026047
NCG18,OUT017,1740.1186834275763
FDW52,OUT046,2446.7177718966173
FDS40,OUT035,766.4012792884703
FDN31,OUT017,2987.2234537533714
FDA37,OUT045,1991.2336343732793
FDA15,OUT046,3565.76758480339
FDL39,OUT046,2660.2344934943985
FDJ53,OUT045,1982.354243031769
FDX22,OUT013,3362.4493342006967
NCZ42,OUT045,3636.633556273985
FDD56,OUT027,4528.447401500683
FDD40,OUT017,3003.001929241534
FDS50,OUT013,3522.17394165114
NCN14,OUT013,2958.626976662759
FDT15,OUT013,2954.895408093493
NCS18,OUT027,2911.252271013786
NCO26,OUT010,658.5176027225111
FDF58,OUT018,1124.0656768049348
NCB19,OUT013,1453.607326241021
FDH26,OUT017,2258.8514539579796
DRB24,OUT027,3974.2831929585536
FDA49,OUT018,1217.3785253483366
FDB32,OUT045,1587.6235656572176
FDI36,OUT017,3068.9388389231162
NCA17,OUT010,608.0600843022341
FDH22,OUT013,2047.672629690002
NCM26,OUT018,2123.1135803235793
FDT15,OUT027,4696.778003000279
FDB16,OUT018,1386.137560980431
NCP54,OUT027,3276.405451247169
FDJ36,OUT013,1709.3123258124508
FDO28,OUT045,1934.6962674034019
FDU09,OUT013,963.346579527876
FDF29,OUT017,2097.361998737187
FDY08,OUT013,2294.642296851369
DRJ59,OUT018,766.151890233042
FDT23,OUT027,2229.933116738338
FDU15,OUT018,779.2729825864938
FDT47,OUT013,1606.2278987018276
FDI53,OUT019,752.4658236385867
FDR59,OUT018,4018.282491502282
FDD53,OUT035,827.4983637898886
FDY51,OUT017,3399.2692379387363
FDT04,OUT049,808.9339437925969
FDU51,OUT049,2682.1915005487035
FDG14,OUT035,2408.537762654915
NCU06,OUT045,3520.457155650417
DRG25,OUT046,2727.003212047529
DRH49,OUT035,1428.9658754756151
FDN15,OUT035,2224.9448023161776
FDL43,OUT018,1303.743278466308
NCT18,OUT049,2776.493821580198
NCB31,OUT013,4134.804050063585
FDK57,OUT035,1948.300090442479
FDY04,OUT019,753.048433973199
NCP54,OUT046,1878.9927955394203
FDF41,OUT013,3893.3770353705468
FDM01,OUT045,1698.531044915058
FDW03,OUT045,1716.058198765607
FDF28,OUT045,1992.153996533742
FDY37,OUT017,2281.605318970287
FDQ03,OUT017,3646.494856509238
FDP51,OUT027,3194.2393375666366
FDJ40,OUT017,1844.3922250244234
FDC32,OUT049,1557.867369334051
DRI49,OUT027,2282.8569644508466
NCW54,OUT017,1041.005121773225
FDF09,OUT017,784.8721730474167
FDP45,OUT018,3817.374363135343
DRJ23,OUT018,2772.058662406561
FDS59,OUT017,1845.5011988971944
FDY08,OUT046,2105.5629499364527
FDX16,OUT049,2297.5957430385506
FDY16,OUT018,2736.4180814358374
FDK32,OUT035,2425.4665215375917
FDQ22,OUT013,737.0300911248505
NCC31,OUT018,2375.7009244310566
FDG58,OUT049,2386.794816331825
DRF48,OUT013,3027.1693999584745
DRH36,OUT049,1292.2173420772651
NCR30,OUT035,1309.2963661316417
FDB03,OUT019,1227.5875423277803
FDZ28,OUT027,3340.3889347894155
FDR35,OUT017,3093.6609366244566
DRD15,OUT027,5868.966438392103
FDJ33,OUT019,521.8705673192067
FDA56,OUT010,934.8305480470312
FDP56,OUT046,903.9854418689592
NCT30,OUT046,909.2375518715924
FDK15,OUT017,1690.846446523402
FDH44,OUT018,2139.553898063309
FDV01,OUT013,2499.6368414107446
DRG03,OUT017,2436.1620441116656
FDG50,OUT027,2474.8691476949275
FDR16,OUT010,1471.3329295103554
FDZ60,OUT046,1678.3580987648338
DRG03,OUT045,2440.5672711852944
FDS56,OUT018,3798.502642559703
FDU33,OUT045,886.9855158001094
DRD27,OUT035,1652.8397868113007
FDW22,OUT046,3213.8324055520407
DRA24,OUT045,2553.6499187615814
FDF38,OUT049,828.5277153324676
FDX48,OUT013,2501.391413859763
FDS58,OUT018,2502.169605634109
FDC32,OUT046,1492.0941562663097
NCQ29,OUT045,3964.1816680727197
DRK39,OUT018,1276.4842813408588
NCS38,OUT017,1884.8952594576288
DRO47,OUT013,1858.1887461565123
DRG27,OUT027,1349.4170522929212
FDC57,OUT027,4891.164517680542
FDS55,OUT046,2200.690613218145
NCJ06,OUT018,1671.866059240652
FDO01,OUT019,553.7310979791589
NCM55,OUT045,2885.127878078194
FDC52,OUT049,2366.638339698619
FDQ15,OUT045,1369.9930583144885
NCT30,OUT027,1474.2593992073978
NCR42,OUT027,1113.793149229039
FDD28,OUT035,1078.3638834950136
FDQ34,OUT049,1718.7059293578777
FDZ12,OUT027,3734.034092256989
DRE13,OUT019,293.65240901804987
NCN07,OUT019,574.242092202832
FDM28,OUT035,2823.291057840755
FDI10,OUT017,2703.060324607847
FDQ25,OUT013,2751.6646710512327
FDA38,OUT010,1672.7270306243227
DRI13,OUT049,3237.5271933915983
FDY20,OUT027,2487.5528262270145
NCZ53,OUT035,2914.8606241327825
NCM31,OUT013,2332.9326616945386
DRB01,OUT017,2949.3581154718113
DRF37,OUT046,3722.9411272218204
NCF42,OUT049,2697.9101007372788
FDF16,OUT018,2233.2675153749005
FDB41,OUT013,859.4110819710008
FDR34,OUT013,3625.532818090272
FDR15,OUT018,2428.4757941635144
NCV42,OUT019,447.3981321242277
FDW51,OUT035,3256.3164366342594
FDU36,OUT017,1633.39769301118
FDX60,OUT049,1399.0608259148935
FDY03,OUT035,1855.0475099536447
FDW55,OUT045,3772.739001431522
FDT01,OUT010,2023.3947800054948
FDG58,OUT013,2513.996346064036
FDK21,OUT017,3813.32820353412
NCS41,OUT019,869.9282021072727
FDS10,OUT045,2815.770990826411
NCT53,OUT046,2432.712458503262
FDJ28,OUT018,2997.5525865501945
FDX44,OUT045,1492.5469606177485
FDT20,OUT018,766.0002179223213
FDO44,OUT017,1829.4204729706535
NCX17,OUT049,3463.9541750951744
FDY01,OUT017,1924.2376861022356
FDJ12,OUT027,5319.674357957019
DRK35,OUT018,665.5027472060322
FDD47,OUT019,786.6879000901708
NCM53,OUT035,1754.1046700202207
FDO45,OUT013,1480.5990310626203
NCM42,OUT010,439.943958342993
FDE04,OUT046,2627.633239015386
NCI30,OUT027,6229.432688370461
FDZ19,OUT013,2808.7310254902222
FDW57,OUT013,2859.2584543777293
FDA25,OUT013,1704.8776091322334
FDT22,OUT046,1054.7504010753757
FDP51,OUT013,1964.8395002865873
FDD48,OUT027,3101.763876790199
FDY39,OUT035,2835.7584193128596
FDO48,OUT010,2059.357394004863
FDD23,OUT027,4751.264160797796
DRN35,OUT027,1222.138641324921
FDT01,OUT035,3299.8228744443186
FDC20,OUT010,362.8622422575065
DRJ35,OUT035,1138.4984662120876
FDB32,OUT046,1491.0953496441048
FDL24,OUT046,2558.400062879883
NCV42,OUT035,1841.9258716591362
FDZ46,OUT046,1708.069351480528
FDC15,OUT013,2521.0710431294588
FDD08,OUT019,4.924126025530768
FDY50,OUT049,1489.6066471989964
FDD36,OUT013,1968.2509984888748
FDG57,OUT027,1503.5016651754224
FDL21,OUT018,773.1077614262654
FDN16,OUT027,2766.5415186413334
FDJ09,OUT027,1426.834503101088
FDS01,OUT010,1675.0753911364816
FDV33,OUT017,3972.0297242379893
DRE12,OUT017,1867.3943091350334
FDR07,OUT013,1605.5833383476427
FDP48,OUT010,1403.997584374985
NCB55,OUT035,1076.1271085114981
FDQ08,OUT013,1051.226701118342
FDR34,OUT035,3531.714230273872
FDO33,OUT046,1755.9392843857247
FDP13,OUT045,792.2974956029036
FDX12,OUT049,3588.701489798318
NCT06,OUT049,2552.2807633090133
FDR16,OUT019,1056.9198003651509
FDE36,OUT046,2433.7606304408596
FDZ36,OUT049,2795.232908728945
FDV13,OUT045,1494.2375244025757
NCZ17,OUT035,772.0449567313933
FDU56,OUT045,2849.9384599949817
FDM09,OUT035,2683.6386617642897
FDV02,OUT017,2708.6969031507633
FDS34,OUT018,1627.8834639162753
FDA11,OUT049,1586.2398682939706
FDP09,OUT017,3266.445675921098
FDB29,OUT027,3061.4002423750962
FDT19,OUT017,2718.153443334182
DRH15,OUT017,886.3520965904643
FDY38,OUT046,3359.120963903617
FDF14,OUT027,3949.789589862895
FDN48,OUT010,804.5948100993169
FDQ12,OUT013,3683.727851835478
NCJ43,OUT045,2693.09621078815
FDE17,OUT019,689.7365158451585
FDB05,OUT035,3774.828872930695
FDH10,OUT045,2964.0366361629517
NCR06,OUT017,842.7022337563603
FDU32,OUT018,1911.1787065116469
FDD56,OUT049,2654.872779689265
FDO36,OUT018,2595.524443074355
FDH16,OUT010,732.7616159053937
FDX10,OUT018,533.172464684847
FDZ37,OUT017,1509.3542570160644
FDU31,OUT010,2023.5660035903134
DRC49,OUT049,2219.870767372357
FDL15,OUT045,2407.9006207930183
FDN32,OUT019,891.2574827146732
DRH59,OUT027,2105.02903720652
NCU29,OUT049,2293.639162584036
FDR37,OUT019,877.5152960335804
FDS14,OUT018,2348.562224618682
FDU02,OUT027,5740.063984721753
FDJ08,OUT035,2996.393737856534
NCZ06,OUT045,3836.361802405196
FDO31,OUT049,1393.1666840034536
FDH31,OUT018,1699.2209333877886
FDS58,OUT017,2536.8656443158106
NCA53,OUT027,1505.8759966116047
FDF50,OUT046,2862.2683996186433
NCW42,OUT049,3312.1527809251083
NCQ17,OUT045,2466.1102722559326
FDK51,OUT018,3780.6287916871543
NCW41,OUT010,1113.9633480689076
NCR29,OUT017,1036.0164838198618
FDB08,OUT019,728.7438927863718
FDA40,OUT027,2383.9559970034984
FDL14,OUT018,2405.144231507469
FDB47,OUT046,3005.633507154801
FDO03,OUT035,3500.7886362258596
DRK13,OUT019,961.133636789363
FDX13,OUT010,2088.2858047460927
FDF52,OUT046,2685.236057043614
FDT11,OUT013,3018.424533690239
FDB08,OUT013,2583.9649790404155
FDQ28,OUT018,2481.3946638015605
FDD29,OUT045,3835.8614925940606
NCQ29,OUT027,6559.032629678447
NCO02,OUT013,1139.0176611510815
FDR56,OUT010,1761.180972100565
NCM54,OUT049,1992.2156108470522
FDP51,OUT035,1916.8710757593813
FDT38,OUT013,1427.6944249174694
FDZ20,OUT018,3841.8991407507942
FDJ53,OUT013,1989.7165294727524
FDX13,OUT049,3674.6649655690117
FDP58,OUT035,3389.632068963287
NCK31,OUT019,89.36075316504002
FDA35,OUT018,1995.137145089166
FDV37,OUT018,3114.161203023586
NCO07,OUT027,5417.648770339655
FDA20,OUT045,2897.5810228351756
FDZ59,OUT035,2638.543393246002
NCY17,OUT017,890.6561840697366
FDQ28,OUT035,2433.5036310773903
FDV35,OUT017,2451.595370085845
FDQ36,OUT013,671.607309149671
FDD34,OUT018,2475.0108008021343
FDK51,OUT045,3994.145706439259
FDV31,OUT035,2750.6058301426515
FDR04,OUT035,1609.1533292757867
FDR14,OUT049,1053.9653297126695
DRC36,OUT010,1638.0774297017347
FDE39,OUT019,500.367819569057
FDP57,OUT049,1709.6342972102275
FDE57,OUT046,2135.4007741270766
NCN18,OUT046,1741.8779110438134
NCQ05,OUT018,2400.4100401123555
FDW47,OUT035,1959.9637709642634
FDV46,OUT035,2205.3721660803785
NCP29,OUT045,1138.6819525976352
FDE09,OUT018,1752.5989274734443
NCU06,OUT027,5800.984580711324
FDT19,OUT010,1308.7846361514253
DRF15,OUT017,2422.360399466198
DRI51,OUT013,2747.64790031745
NCX54,OUT013,1735.8292847069747
DRE01,OUT013,3848.171081301777
NCB07,OUT045,3011.0727559211045
FDU50,OUT035,1862.2178291000255
FDG40,OUT035,742.0537061258424
FDW10,OUT018,2383.590483382721
FDX51,OUT013,3118.2307957949347
NCP17,OUT045,1133.873893336633
FDP21,OUT035,2916.544055420471
FDL04,OUT045,1732.809197046342
FDV23,OUT013,2028.7448280647661
FDF24,OUT046,1345.7594350814743
FDH56,OUT027,3047.904542491835
FDB51,OUT049,1124.915602487549
FDI58,OUT027,2603.021312631443
FDR20,OUT013,840.8738815661443
FDC51,OUT018,1999.4127972263088
FDB16,OUT027,2391.8910126632204
FDE40,OUT049,1119.1337169374694
NCM17,OUT035,870.2499667727222
FDU56,OUT035,2885.2512051187496
FDS32,OUT019,621.8283165968287
FDX02,OUT049,3341.9104778577566
FDT39,OUT027,3971.220305405878
FDE35,OUT017,1062.6387762071195
NCI42,OUT019,1035.8261958068645
DRL23,OUT046,1661.243630788536
FDA10,OUT046,1868.064380718716
FDA11,OUT013,1599.09029705327
NCM06,OUT046,2307.642320383926
NCT05,OUT035,3917.0363795326457
NCQ02,OUT010,1760.2546427529728
NCY06,OUT049,2058.7864717225534
FDY56,OUT035,3446.393153869197
FDL02,OUT035,1724.6063499468085
NCI06,OUT035,2791.6416803561597
FDQ14,OUT045,2378.1567949418954
FDQ12,OUT017,3519.5115380236175
FDP36,OUT046,917.5465261188842
FDK21,OUT027,6300.539166221255
FDO40,OUT045,2343.371583647702
NCK54,OUT019,481.4467414330629
FDY09,OUT018,2750.6857370622774
NCW30,OUT049,3819.6682006925134
NCC55,OUT027,1206.2686100054761
FDE58,OUT018,1750.5358438818705
FDR39,OUT013,2952.0173465309845
FDU28,OUT049,2824.4190940556327
FDH08,OUT017,3505.8584239755082
FDG35,OUT045,2716.6119000319877
FDG22,OUT049,770.2737058839
FDC34,OUT035,2481.9148149476396
FDP15,OUT018,3894.18358978111
FDK34,OUT010,2298.915786422899
FDU45,OUT035,1899.319504359894
FDQ04,OUT027,1289.2467450371832
FDX22,OUT018,3083.245650362448
FDB45,OUT017,1716.4184605809378
NCH43,OUT027,5499.876616637528
DRE60,OUT046,3229.7705186962808
FDD17,OUT027,5952.694862157642
NCM54,OUT017,2068.3316071991276
NCH55,OUT013,2091.153126235273
NCT06,OUT017,2611.632241609617
FDA48,OUT027,5604.162001977538
FDY58,OUT027,5764.619320434753
FDO25,OUT045,3235.7322316185655
FDN50,OUT045,1593.9448033850026
FDH35,OUT035,2590.898073432663
FDK09,OUT045,3476.112896260743
FDO16,OUT013,1384.7355551984092
FDW11,OUT045,1157.8423759404213
FDU47,OUT027,3677.923891757124
NCQ42,OUT010,444.9848358779868
FDK55,OUT027,2460.6848916951726
FDN08,OUT049,1869.8652973144085
FDT57,OUT045,3621.9542398887006
FDJ12,OUT018,3162.773101432219
DRL59,OUT017,1000.0110458081022
NCN53,OUT046,721.7660327099215
FDO51,OUT010,-128.085914936682
FDK56,OUT017,2946.5614486372424
FDY12,OUT035,997.3806008504141
FDU15,OUT035,773.2897675485776
FDQ19,OUT046,3466.903173805443
DRF15,OUT045,2428.2104663098357
DRE25,OUT019,329.495506010496
